"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24","COL25","COL26","COL27","COL28","COL29","COL30","COL31","COL32"
"5350161.00",5.60,2575.00,1734.00,968000.00,1380.00,2555.00,1195.00,235.00,20.00,315.00,640.00,150.00,2.70,5895.00,86000.00,1835.00,4035.00,925.00,3200.00,1425.00,2690.00,1350.00,1340.00,915.00,125.00,20.00,245.00,35.00,56.90,12.30,3815.00,3685.00
"5350162.00",5.20,1915.00,1680.00,964000.00,1372.00,1910.00,735.00,310.00,0.00,165.00,370.00,330.00,2.50,4075.00,77000.00,1110.00,2985.00,460.00,2250.00,1070.00,1960.00,935.00,1030.00,655.00,90.00,0.00,230.00,40.00,55.20,11.90,2570.00,2490.00
"5350163.00",5.50,1740.00,1716.00,1160000.00,1388.00,1745.00,610.00,245.00,10.00,135.00,740.00,0.00,2.50,3620.00,85000.00,740.00,2860.00,265.00,2235.00,855.00,2065.00,740.00,1325.00,765.00,90.00,10.00,400.00,65.00,58.50,11.40,2380.00,2325.00
"5350164.00",5.70,2430.00,1936.00,1169000.00,1532.00,2420.00,755.00,495.00,10.00,255.00,480.00,425.00,2.50,5025.00,89000.00,930.00,4070.00,315.00,3160.00,960.00,3180.00,1075.00,2110.00,1260.00,175.00,50.00,475.00,150.00,61.00,13.00,3500.00,3350.00
"5350165.00",5.40,1850.00,2424.00,1532000.00,1448.00,1830.00,590.00,190.00,0.00,105.00,705.00,240.00,2.30,3485.00,93000.00,315.00,3290.00,75.00,2510.00,730.00,2575.00,620.00,1950.00,1135.00,145.00,20.00,525.00,125.00,65.70,10.10,2630.00,2590.00
"5350166.00",6.40,1645.00,2650.00,2252000.00,1572.00,1625.00,810.00,0.00,0.00,10.00,430.00,360.00,2.50,3225.00,115000.00,270.00,3040.00,40.00,2060.00,550.00,2500.00,535.00,1960.00,1025.00,160.00,85.00,585.00,105.00,63.10,7.90,2265.00,2240.00
"5350167.01",3.50,1570.00,2660.00,1160000.00,1836.00,1540.00,0.00,0.00,0.00,0.00,235.00,1305.00,1.50,2210.00,74000.00,120.00,2110.00,25.00,1180.00,340.00,1775.00,415.00,1355.00,700.00,85.00,70.00,405.00,90.00,51.60,9.20,1260.00,1230.00
"5350167.02",3.90,2845.00,2290.00,1730000.00,1430.00,2875.00,410.00,50.00,0.00,30.00,1175.00,1210.00,2.00,5005.00,70000.00,430.00,4370.00,135.00,3365.00,1010.00,3400.00,1150.00,2260.00,1365.00,195.00,60.00,550.00,80.00,61.70,13.30,3415.00,3345.00
"5350168.00",4.40,2560.00,1840.00,1106000.00,1143.00,2565.00,670.00,215.00,0.00,115.00,785.00,785.00,2.20,4915.00,64500.00,975.00,3955.00,325.00,2890.00,1330.00,2685.00,1035.00,1650.00,1125.00,110.00,15.00,345.00,50.00,52.50,13.70,2995.00,2920.00
"5350169.01",4.90,1385.00,1744.00,930000.00,1400.00,1420.00,510.00,65.00,5.00,205.00,425.00,210.00,2.50,3125.00,84000.00,625.00,2450.00,275.00,1840.00,790.00,1715.00,755.00,960.00,615.00,110.00,0.00,220.00,20.00,56.70,12.50,1995.00,1955.00
"5350169.02",4.00,3300.00,1738.00,749000.00,1390.00,3255.00,360.00,5.00,60.00,110.00,535.00,2170.00,2.30,6545.00,79000.00,935.00,5695.00,365.00,4365.00,1520.00,4245.00,1580.00,2665.00,1715.00,210.00,45.00,580.00,110.00,57.30,14.30,4435.00,4325.00
"5350170.00",5.50,1255.00,1520.00,958000.00,1575.00,1265.00,745.00,95.00,5.00,110.00,310.00,0.00,2.70,3000.00,84000.00,900.00,2065.00,430.00,1525.00,740.00,1380.00,715.00,665.00,480.00,50.00,0.00,115.00,25.00,53.50,14.30,1850.00,1820.00
"5350171.00",4.90,1480.00,1610.00,864000.00,1048.00,1490.00,435.00,80.00,15.00,75.00,240.00,640.00,2.50,3145.00,65500.00,1075.00,2000.00,505.00,1435.00,980.00,1140.00,705.00,430.00,325.00,55.00,10.00,40.00,0.00,46.70,15.60,1705.00,1610.00
"5350172.00",4.30,1095.00,1920.00,1270000.00,1154.00,1085.00,230.00,0.00,0.00,5.00,845.00,5.00,2.30,2085.00,59200.00,460.00,1690.00,280.00,1280.00,750.00,980.00,605.00,380.00,275.00,35.00,0.00,65.00,0.00,52.80,19.60,1410.00,1325.00
"5350173.00",4.90,1385.00,1684.00,814000.00,1020.00,1400.00,420.00,45.00,40.00,110.00,375.00,395.00,2.60,2935.00,63200.00,725.00,2190.00,450.00,1665.00,890.00,1375.00,805.00,570.00,465.00,45.00,0.00,55.00,0.00,49.10,20.80,1810.00,1715.00
"5350174.00",4.50,2660.00,1736.00,595000.00,1227.00,2620.00,225.00,30.00,280.00,35.00,355.00,1695.00,2.60,5700.00,73000.00,1380.00,4400.00,795.00,3135.00,1785.00,2715.00,1620.00,1085.00,775.00,75.00,15.00,190.00,35.00,50.30,18.10,3555.00,3370.00
"5350175.01",4.30,2370.00,1764.00,700000.00,1108.00,2350.00,400.00,90.00,10.00,60.00,355.00,1435.00,2.50,4800.00,61200.00,1370.00,3360.00,790.00,2515.00,1435.00,2030.00,1285.00,740.00,520.00,30.00,10.00,180.00,0.00,47.30,18.40,2740.00,2660.00
"5350175.02",3.60,3920.00,1992.00,674000.00,1254.00,3920.00,185.00,60.00,140.00,30.00,260.00,3250.00,2.20,7155.00,56400.00,1830.00,5325.00,1020.00,3990.00,2325.00,3175.00,2055.00,1120.00,800.00,60.00,20.00,210.00,30.00,46.40,20.10,4160.00,3935.00
"5350176.00",6.50,1635.00,1824.00,1014000.00,1220.00,1650.00,1050.00,55.00,5.00,130.00,375.00,35.00,2.60,3600.00,97000.00,705.00,2965.00,270.00,2165.00,995.00,2010.00,945.00,1065.00,745.00,115.00,0.00,185.00,15.00,58.30,11.80,2420.00,2350.00
"5350180.00",4.30,2755.00,1912.00,960000.00,1214.00,2755.00,450.00,185.00,160.00,180.00,150.00,1600.00,2.30,5410.00,70000.00,935.00,4475.00,515.00,3500.00,1450.00,3115.00,1305.00,1810.00,1175.00,105.00,10.00,445.00,65.00,53.40,17.70,3500.00,3350.00
"5350181.01",6.00,1825.00,2046.00,1029000.00,1610.00,1820.00,1140.00,230.00,20.00,155.00,155.00,125.00,2.40,3625.00,110000.00,415.00,3245.00,150.00,2545.00,755.00,2540.00,860.00,1690.00,1045.00,80.00,30.00,465.00,70.00,63.40,8.80,2550.00,2510.00
"5350181.02",5.20,1555.00,2028.00,1028000.00,1194.00,1555.00,730.00,90.00,0.00,120.00,145.00,465.00,2.30,2995.00,82000.00,510.00,2445.00,220.00,1820.00,760.00,1720.00,715.00,1005.00,680.00,70.00,0.00,220.00,25.00,52.70,16.40,1865.00,1795.00
"5350182.00",6.20,2145.00,1922.00,1119000.00,1505.00,2140.00,1220.00,470.00,15.00,200.00,235.00,0.00,2.50,4375.00,117000.00,640.00,3775.00,180.00,3080.00,855.00,2955.00,980.00,1975.00,1260.00,95.00,25.00,525.00,70.00,62.50,9.30,3045.00,2995.00
"5350183.01",6.50,975.00,1792.00,1216000.00,1510.00,1005.00,635.00,135.00,5.00,120.00,105.00,0.00,2.60,2175.00,106000.00,405.00,1745.00,105.00,1290.00,470.00,1305.00,465.00,840.00,570.00,60.00,10.00,180.00,20.00,55.90,10.80,1345.00,1305.00
"5350183.02",6.30,1570.00,2040.00,1116000.00,1760.00,1575.00,515.00,710.00,10.00,90.00,250.00,5.00,2.60,3260.00,119000.00,490.00,2730.00,130.00,2155.00,625.00,2130.00,585.00,1545.00,870.00,90.00,25.00,420.00,135.00,63.20,11.90,2310.00,2245.00
"5350184.01",4.80,2255.00,1864.00,1104000.00,1238.00,2230.00,525.00,395.00,5.00,130.00,315.00,845.00,2.30,4190.00,74500.00,820.00,3390.00,230.00,2555.00,865.00,2570.00,915.00,1655.00,1105.00,110.00,10.00,355.00,80.00,56.80,12.50,2730.00,2650.00
"5350184.02",5.10,1625.00,1892.00,1158000.00,1254.00,1610.00,590.00,140.00,0.00,130.00,305.00,445.00,2.30,3150.00,82000.00,485.00,2685.00,135.00,2020.00,830.00,1895.00,780.00,1115.00,705.00,85.00,15.00,265.00,45.00,55.50,14.40,2045.00,2000.00
"5350185.01",4.00,3260.00,2048.00,1180000.00,1346.00,3280.00,315.00,390.00,75.00,60.00,490.00,1955.00,2.10,5880.00,66500.00,895.00,4935.00,395.00,3815.00,1420.00,3575.00,1410.00,2165.00,1355.00,150.00,35.00,550.00,85.00,57.50,13.40,3875.00,3790.00
"5350185.02",4.40,2020.00,1980.00,1200000.00,1368.00,1995.00,530.00,60.00,10.00,80.00,280.00,1050.00,2.10,3615.00,71500.00,545.00,3120.00,195.00,2285.00,885.00,2250.00,855.00,1400.00,940.00,55.00,25.00,330.00,50.00,53.80,17.10,2375.00,2275.00
"5350186.00",7.40,915.00,3560.00,2930000.00,2150.00,915.00,590.00,15.00,30.00,15.00,225.00,45.00,2.60,1930.00,159000.00,115.00,1785.00,15.00,1205.00,395.00,1405.00,280.00,1120.00,645.00,45.00,60.00,320.00,50.00,58.30,10.90,1240.00,1205.00
"5350187.00",6.70,1325.00,2020.00,1296000.00,1760.00,1335.00,1030.00,25.00,0.00,175.00,110.00,0.00,2.60,2915.00,118000.00,430.00,2515.00,130.00,1855.00,640.00,1900.00,785.00,1120.00,705.00,50.00,20.00,310.00,30.00,58.70,11.80,1955.00,1890.00
"5350188.00",6.70,775.00,2030.00,1325000.00,1570.00,785.00,590.00,5.00,0.00,100.00,25.00,60.00,2.60,1680.00,108000.00,255.00,1375.00,50.00,950.00,405.00,1000.00,380.00,620.00,385.00,55.00,20.00,140.00,20.00,53.70,8.30,955.00,935.00
"5350189.00",5.10,2310.00,1948.00,1114000.00,1358.00,2265.00,595.00,115.00,20.00,55.00,345.00,1140.00,2.40,4520.00,74000.00,850.00,3685.00,365.00,2535.00,1230.00,2540.00,1335.00,1210.00,765.00,95.00,25.00,305.00,20.00,47.90,16.50,2600.00,2445.00
"5350190.01",3.50,3255.00,1660.00,475000.00,1438.00,3260.00,160.00,5.00,30.00,25.00,80.00,2955.00,2.60,6935.00,67000.00,990.00,5940.00,445.00,4480.00,1610.00,4425.00,1425.00,3000.00,1510.00,185.00,95.00,1130.00,85.00,50.10,19.70,4325.00,4060.00
"5350190.02",4.50,1985.00,1880.00,1004000.00,1231.00,1970.00,590.00,10.00,15.00,80.00,460.00,810.00,2.30,3855.00,64500.00,850.00,3035.00,440.00,2305.00,1135.00,1950.00,1030.00,910.00,650.00,50.00,15.00,185.00,15.00,48.10,16.90,2250.00,2155.00
"5350191.00",6.00,1745.00,2048.00,1070000.00,1375.00,1775.00,1080.00,0.00,25.00,155.00,470.00,45.00,2.50,3695.00,88000.00,565.00,3080.00,240.00,2225.00,905.00,2230.00,1080.00,1155.00,705.00,95.00,30.00,310.00,15.00,55.30,14.80,2370.00,2285.00
"5350192.00",4.20,430.00,1920.00,1000000.00,1130.00,415.00,50.00,5.00,80.00,5.00,230.00,45.00,2.00,765.00,56000.00,210.00,575.00,50.00,390.00,215.00,375.00,170.00,205.00,135.00,20.00,0.00,40.00,0.00,44.20,16.90,415.00,390.00
"5350193.00",6.50,995.00,2290.00,1560000.00,1880.00,1035.00,715.00,0.00,0.00,5.00,5.00,310.00,3.20,2665.00,116000.00,490.00,2160.00,190.00,1495.00,770.00,1405.00,525.00,880.00,610.00,55.00,40.00,135.00,35.00,49.10,21.60,1660.00,1555.00
"5350194.01",3.30,2035.00,1950.00,680000.00,1370.00,2040.00,0.00,0.00,0.00,0.00,0.00,2040.00,3.80,5385.00,65500.00,1340.00,3980.00,790.00,2955.00,1655.00,2345.00,820.00,1520.00,930.00,70.00,65.00,450.00,15.00,39.90,21.30,2700.00,2485.00
"5350194.02",3.50,1500.00,1200.00,500000.00,1636.00,1495.00,0.00,0.00,0.00,0.00,0.00,1490.00,3.00,3435.00,68500.00,660.00,2835.00,325.00,1950.00,1080.00,1790.00,650.00,1140.00,645.00,65.00,40.00,360.00,30.00,45.10,18.40,1930.00,1790.00
"5350194.03",3.20,1170.00,,,1086.00,1150.00,0.00,0.00,0.00,0.00,0.00,1150.00,2.40,2200.00,51200.00,435.00,1790.00,155.00,1260.00,665.00,1150.00,500.00,655.00,430.00,40.00,15.00,165.00,0.00,41.30,19.60,1150.00,1110.00
"5350194.04",3.40,2360.00,1748.00,582000.00,1648.00,2385.00,5.00,0.00,80.00,0.00,375.00,1920.00,2.30,4410.00,76000.00,575.00,3810.00,250.00,2930.00,920.00,2915.00,875.00,2045.00,1245.00,130.00,60.00,540.00,70.00,57.50,13.70,2920.00,2825.00
"5350195.01",6.80,1570.00,2524.00,1880000.00,1525.00,1580.00,735.00,475.00,0.00,5.00,315.00,45.00,2.70,3475.00,153000.00,360.00,3085.00,80.00,2225.00,625.00,2460.00,590.00,1875.00,1120.00,105.00,70.00,440.00,135.00,61.10,12.50,2405.00,2330.00
"5350195.02",6.30,930.00,2496.00,1544000.00,1840.00,940.00,380.00,205.00,45.00,5.00,235.00,65.00,2.50,1950.00,141000.00,165.00,1685.00,0.00,1215.00,295.00,1395.00,310.00,1085.00,680.00,65.00,25.00,270.00,40.00,59.20,9.10,1200.00,1175.00
"5350196.01",7.20,775.00,2450.00,1980000.00,1680.00,770.00,515.00,5.00,0.00,0.00,55.00,200.00,2.50,1640.00,138000.00,130.00,1545.00,20.00,1010.00,270.00,1280.00,230.00,1050.00,615.00,60.00,20.00,305.00,50.00,54.30,12.90,1050.00,1005.00
"5350196.02",7.10,2240.00,2920.00,2096000.00,1704.00,2235.00,1350.00,100.00,20.00,20.00,585.00,155.00,2.50,4630.00,148000.00,435.00,4325.00,50.00,2840.00,775.00,3580.00,660.00,2925.00,1755.00,165.00,95.00,785.00,130.00,57.00,10.40,3035.00,2940.00
"5350200.01",3.70,3045.00,1840.00,772000.00,1360.00,3000.00,5.00,0.00,80.00,5.00,925.00,1990.00,1.90,4985.00,68000.00,775.00,4285.00,455.00,2945.00,1105.00,3240.00,1390.00,1850.00,1130.00,150.00,35.00,475.00,50.00,50.80,15.80,3060.00,2955.00
"5350200.02",3.70,655.00,2000.00,1800000.00,1272.00,640.00,70.00,5.00,0.00,5.00,445.00,110.00,1.60,955.00,54400.00,135.00,825.00,70.00,610.00,250.00,585.00,310.00,280.00,220.00,15.00,0.00,30.00,0.00,49.50,22.00,615.00,580.00
"5350201.00",4.20,2720.00,2036.00,910000.00,1428.00,2735.00,375.00,85.00,330.00,80.00,710.00,1155.00,2.00,4735.00,80000.00,575.00,4085.00,230.00,3170.00,795.00,3330.00,1095.00,2235.00,1445.00,185.00,25.00,525.00,50.00,64.00,9.60,3290.00,3210.00
"5350202.00",6.50,665.00,1910.00,1208000.00,1470.00,645.00,430.00,10.00,5.00,55.00,150.00,0.00,2.50,1335.00,112000.00,215.00,1185.00,85.00,860.00,200.00,985.00,335.00,655.00,460.00,35.00,10.00,130.00,20.00,60.40,8.60,925.00,905.00
"5350203.00",5.40,1500.00,2244.00,1060000.00,1476.00,1520.00,645.00,55.00,25.00,85.00,485.00,225.00,2.20,2870.00,90000.00,390.00,2490.00,230.00,2020.00,640.00,1885.00,795.00,1085.00,680.00,75.00,15.00,270.00,50.00,65.50,12.50,2155.00,2090.00
"5350204.00",5.20,2180.00,1824.00,1148000.00,1246.00,2170.00,900.00,125.00,0.00,100.00,700.00,345.00,2.10,3870.00,77500.00,510.00,3355.00,195.00,2355.00,995.00,2390.00,855.00,1535.00,1015.00,115.00,20.00,355.00,35.00,53.60,13.40,2395.00,2300.00
"5350205.00",,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,,,,,,,,,,,,,,,
"5350206.01",4.70,2470.00,2082.00,995000.00,1536.00,2485.00,595.00,55.00,0.00,90.00,1065.00,670.00,2.10,4415.00,84000.00,525.00,3885.00,245.00,3045.00,970.00,2960.00,1120.00,1840.00,1205.00,105.00,45.00,420.00,75.00,66.20,9.00,3215.00,3165.00
"5350206.02",4.90,2815.00,2116.00,1192000.00,1396.00,2810.00,950.00,50.00,90.00,145.00,940.00,635.00,2.20,5350.00,81000.00,880.00,4475.00,435.00,3405.00,1230.00,3345.00,1250.00,2100.00,1345.00,180.00,10.00,460.00,100.00,57.40,13.60,3560.00,3440.00
"5350207.00",5.00,1085.00,2052.00,910000.00,1310.00,1140.00,490.00,15.00,0.00,40.00,585.00,0.00,2.30,2265.00,77500.00,265.00,1890.00,140.00,1470.00,650.00,1270.00,575.00,695.00,520.00,25.00,0.00,140.00,10.00,65.90,11.30,1600.00,1570.00
"5350208.00",4.10,2010.00,2020.00,852000.00,1074.00,1960.00,165.00,65.00,260.00,60.00,610.00,800.00,2.10,3555.00,57600.00,715.00,2955.00,370.00,2180.00,1080.00,1935.00,900.00,1040.00,685.00,100.00,15.00,195.00,40.00,51.00,14.60,2195.00,2110.00
"5350209.00",4.60,1335.00,2080.00,1060000.00,1046.00,1355.00,420.00,60.00,35.00,80.00,460.00,290.00,2.10,2495.00,61600.00,410.00,2045.00,155.00,1450.00,695.00,1385.00,700.00,680.00,450.00,40.00,15.00,135.00,35.00,50.30,13.60,1430.00,1365.00
"5350210.01",6.30,1000.00,2200.00,1118000.00,2080.00,985.00,395.00,75.00,390.00,50.00,75.00,0.00,2.80,2260.00,136000.00,395.00,1905.00,135.00,1615.00,510.00,1420.00,495.00,925.00,595.00,70.00,20.00,225.00,20.00,65.00,10.50,1675.00,1615.00
"5350210.03",3.30,4225.00,2286.00,663000.00,2128.00,4160.00,0.00,0.00,40.00,0.00,0.00,4120.00,1.70,6405.00,91000.00,235.00,6235.00,115.00,5680.00,860.00,5415.00,1530.00,3885.00,2475.00,305.00,35.00,975.00,90.00,78.80,9.80,5655.00,5525.00
"5350210.04",3.50,6060.00,2310.00,804000.00,2258.00,6170.00,0.00,0.00,20.00,0.00,0.00,6145.00,1.60,9510.00,89000.00,480.00,8885.00,215.00,6555.00,1710.00,7235.00,2250.00,4985.00,3125.00,330.00,195.00,1145.00,185.00,62.60,13.00,6730.00,6500.00
"5350211.00",6.20,2630.00,1792.00,1126000.00,1616.00,2630.00,1530.00,380.00,5.00,190.00,285.00,235.00,2.60,5845.00,101000.00,1020.00,4825.00,375.00,3570.00,1645.00,3265.00,1530.00,1740.00,1135.00,115.00,25.00,430.00,45.00,58.00,11.50,3825.00,3710.00
"5350212.00",6.60,2155.00,1902.00,1135000.00,1730.00,2155.00,1370.00,185.00,80.00,115.00,260.00,145.00,2.70,4715.00,114000.00,815.00,3900.00,240.00,2990.00,1120.00,2845.00,1280.00,1565.00,1045.00,160.00,35.00,295.00,30.00,58.00,12.20,3110.00,3030.00
"5350213.01",7.10,975.00,1908.00,1460000.00,1840.00,985.00,885.00,0.00,0.00,35.00,10.00,45.00,2.70,2270.00,114000.00,200.00,1980.00,40.00,1365.00,490.00,1520.00,640.00,880.00,575.00,65.00,25.00,185.00,25.00,55.40,12.30,1380.00,1305.00
"5350213.02",3.70,3345.00,1906.00,628000.00,1892.00,3310.00,130.00,0.00,15.00,20.00,20.00,3125.00,1.90,5610.00,90000.00,405.00,5240.00,150.00,4080.00,1005.00,4255.00,1410.00,2845.00,1790.00,180.00,35.00,745.00,90.00,66.20,10.80,4180.00,4105.00
"5350214.00",4.80,3155.00,2166.00,911000.00,1920.00,3185.00,890.00,65.00,340.00,95.00,120.00,1675.00,2.10,5835.00,99000.00,625.00,5175.00,230.00,4320.00,990.00,4250.00,1475.00,2775.00,1705.00,215.00,65.00,690.00,100.00,68.80,9.00,4390.00,4290.00
"5350215.00",5.90,2880.00,2044.00,1189000.00,1556.00,2885.00,1545.00,75.00,395.00,115.00,415.00,340.00,2.50,6025.00,107000.00,925.00,5015.00,305.00,3710.00,1255.00,3825.00,1585.00,2245.00,1420.00,190.00,40.00,540.00,50.00,59.20,12.10,4000.00,3890.00
"5350216.00",7.10,2125.00,2204.00,1592000.00,1970.00,2135.00,1670.00,0.00,50.00,45.00,155.00,210.00,2.60,4495.00,140000.00,350.00,4155.00,40.00,2780.00,810.00,3355.00,880.00,2475.00,1555.00,150.00,70.00,605.00,95.00,58.60,9.60,2925.00,2865.00
"5350217.00",3.80,2840.00,1760.00,1156000.00,1277.00,2835.00,280.00,15.00,0.00,10.00,2180.00,345.00,2.10,5025.00,62800.00,725.00,4290.00,325.00,3385.00,1250.00,3105.00,1360.00,1745.00,1020.00,185.00,65.00,435.00,40.00,59.30,13.60,3445.00,3335.00
"5350218.00",7.60,1055.00,2224.00,1804000.00,2440.00,1015.00,855.00,0.00,0.00,15.00,30.00,110.00,2.60,2155.00,174000.00,175.00,2045.00,15.00,1365.00,285.00,1775.00,330.00,1445.00,805.00,65.00,50.00,490.00,30.00,57.10,8.30,1380.00,1360.00
"5350219.00",7.40,1610.00,2094.00,1484000.00,1760.00,1645.00,1460.00,0.00,0.00,45.00,20.00,115.00,2.80,3730.00,136000.00,470.00,3275.00,105.00,2260.00,790.00,2495.00,700.00,1800.00,1190.00,100.00,25.00,435.00,55.00,52.30,14.60,2295.00,2205.00
"5350220.00",6.20,1575.00,1896.00,1160000.00,1430.00,1545.00,780.00,5.00,80.00,25.00,155.00,510.00,2.60,3430.00,103000.00,500.00,3050.00,160.00,2045.00,905.00,2200.00,940.00,1260.00,785.00,110.00,20.00,285.00,50.00,53.70,13.80,2210.00,2155.00
"5350221.01",6.30,2645.00,1852.00,938000.00,1710.00,2675.00,985.00,0.00,205.00,15.00,0.00,1470.00,2.40,5620.00,106000.00,545.00,4960.00,140.00,2830.00,1360.00,3630.00,1260.00,2370.00,1495.00,230.00,50.00,505.00,90.00,48.60,11.10,3005.00,2955.00
"5350221.02",4.50,2065.00,1892.00,848000.00,1532.00,2060.00,435.00,0.00,5.00,20.00,50.00,1550.00,2.50,4290.00,81000.00,695.00,3625.00,395.00,2740.00,1170.00,2515.00,960.00,1550.00,1015.00,125.00,20.00,345.00,40.00,57.50,14.50,2905.00,2775.00
"5350222.01",5.60,2805.00,2046.00,955000.00,1848.00,2795.00,920.00,20.00,170.00,30.00,435.00,1215.00,2.50,6030.00,99000.00,745.00,5375.00,230.00,3865.00,1450.00,3975.00,1545.00,2435.00,1660.00,155.00,65.00,475.00,80.00,59.00,13.10,4155.00,4070.00
"5350222.02",5.90,1735.00,1940.00,1488000.00,1258.00,1745.00,810.00,25.00,0.00,20.00,0.00,890.00,2.80,3890.00,87000.00,680.00,3215.00,225.00,2320.00,940.00,2315.00,835.00,1480.00,990.00,75.00,65.00,285.00,65.00,50.20,15.40,2310.00,2240.00
"5350223.01",8.60,535.00,2060.00,1620000.00,3600.00,525.00,485.00,0.00,0.00,25.00,10.00,0.00,2.90,1280.00,160000.00,145.00,1135.00,20.00,750.00,275.00,860.00,245.00,615.00,365.00,45.00,35.00,155.00,15.00,60.80,5.50,820.00,815.00
"5350223.02",8.00,760.00,2200.00,1488000.00,2400.00,760.00,695.00,5.00,15.00,15.00,35.00,0.00,2.90,1830.00,147000.00,190.00,1605.00,30.00,1140.00,390.00,1240.00,420.00,825.00,600.00,35.00,10.00,150.00,30.00,58.80,12.10,1200.00,1150.00
"5350224.00",9.00,575.00,2560.00,2010000.00,1800.00,570.00,550.00,0.00,0.00,10.00,0.00,5.00,2.90,1395.00,190000.00,160.00,1265.00,50.00,835.00,275.00,995.00,210.00,790.00,435.00,65.00,45.00,210.00,25.00,62.30,4.80,925.00,910.00
"5350225.01",5.10,2475.00,1822.00,1189000.00,1704.00,2475.00,450.00,15.00,50.00,10.00,110.00,1835.00,2.10,4725.00,93000.00,450.00,4315.00,180.00,2515.00,1115.00,3215.00,1035.00,2185.00,1330.00,185.00,60.00,535.00,70.00,49.40,13.90,2735.00,2645.00
"5350225.02",3.20,5430.00,1846.00,547000.00,1482.00,5430.00,5.00,0.00,70.00,0.00,15.00,5340.00,2.00,9365.00,72000.00,955.00,8410.00,410.00,6670.00,1955.00,6525.00,2145.00,4390.00,2730.00,355.00,65.00,1140.00,90.00,62.70,12.80,6725.00,6480.00
"5350226.00",8.20,985.00,2404.00,1836000.00,2120.00,1005.00,895.00,65.00,0.00,5.00,30.00,0.00,2.80,2265.00,196000.00,105.00,2070.00,0.00,1425.00,340.00,1730.00,345.00,1385.00,825.00,110.00,55.00,340.00,50.00,62.40,8.40,1485.00,1445.00
"5350227.00",8.50,665.00,3070.00,2350000.00,1750.00,655.00,550.00,0.00,0.00,5.00,100.00,0.00,2.70,1475.00,228000.00,115.00,1405.00,10.00,860.00,205.00,1205.00,240.00,965.00,560.00,55.00,35.00,280.00,40.00,59.20,4.70,950.00,920.00
"5350228.00",6.10,1425.00,2655.00,1912000.00,2620.00,1430.00,515.00,5.00,45.00,10.00,200.00,660.00,2.20,2740.00,142000.00,195.00,2570.00,30.00,1380.00,410.00,2170.00,415.00,1755.00,990.00,90.00,80.00,500.00,90.00,51.00,9.30,1560.00,1505.00
"5350229.00",8.50,400.00,3220.00,2400000.00,1500.00,385.00,365.00,0.00,0.00,5.00,15.00,0.00,3.00,940.00,258000.00,95.00,875.00,0.00,565.00,160.00,720.00,90.00,635.00,415.00,40.00,10.00,150.00,20.00,56.00,10.00,600.00,565.00
"5350230.01",6.30,1115.00,2830.00,2336000.00,1660.00,1140.00,435.00,0.00,5.00,5.00,60.00,635.00,2.20,2215.00,101000.00,165.00,1950.00,40.00,1265.00,425.00,1540.00,450.00,1090.00,630.00,70.00,60.00,295.00,35.00,56.60,8.70,1310.00,1290.00
"5350230.02",5.20,2705.00,1722.00,1089000.00,1642.00,2675.00,555.00,80.00,115.00,10.00,65.00,1850.00,2.40,5505.00,85000.00,1045.00,4565.00,355.00,3155.00,1485.00,3160.00,1500.00,1660.00,1035.00,200.00,75.00,315.00,35.00,52.10,15.40,3450.00,3315.00
"5350231.00",7.40,2470.00,2632.00,2396000.00,1544.00,2470.00,1575.00,0.00,0.00,15.00,810.00,60.00,2.50,5405.00,129000.00,565.00,4835.00,120.00,3050.00,1165.00,3705.00,940.00,2760.00,1710.00,195.00,125.00,645.00,90.00,55.70,10.20,3345.00,3265.00
"5350232.00",9.50,1285.00,2680.00,2272000.00,2100.00,1315.00,1250.00,5.00,40.00,10.00,15.00,0.00,2.90,3295.00,208000.00,270.00,2905.00,45.00,1735.00,600.00,2325.00,565.00,1765.00,1110.00,100.00,85.00,415.00,45.00,53.90,12.30,1955.00,1875.00
"5350233.00",7.20,2040.00,2072.00,1444000.00,1700.00,2015.00,1530.00,5.00,15.00,20.00,0.00,440.00,2.80,4735.00,131000.00,500.00,4325.00,125.00,2870.00,1075.00,3310.00,1065.00,2245.00,1515.00,155.00,55.00,475.00,50.00,54.20,12.80,2995.00,2935.00
"5350234.00",7.10,1585.00,1904.00,1131000.00,1390.00,1590.00,1250.00,0.00,205.00,40.00,65.00,30.00,2.80,3770.00,120000.00,430.00,3320.00,130.00,2230.00,855.00,2515.00,990.00,1520.00,990.00,100.00,40.00,350.00,45.00,56.30,11.30,2380.00,2305.00
"5350235.01",6.90,985.00,1712.00,1008000.00,1850.00,1020.00,890.00,40.00,60.00,35.00,0.00,0.00,2.90,2465.00,129000.00,335.00,2005.00,80.00,1425.00,625.00,1405.00,655.00,745.00,470.00,90.00,20.00,155.00,20.00,57.70,12.70,1545.00,1495.00
"5350235.02",5.80,2000.00,1584.00,782000.00,1540.00,1990.00,805.00,85.00,0.00,30.00,0.00,1060.00,2.60,4525.00,94000.00,780.00,3775.00,250.00,2445.00,1295.00,2540.00,1185.00,1355.00,945.00,95.00,25.00,275.00,10.00,50.90,13.00,2660.00,2570.00
